日期,收盘,开盘,高,低,交易量,涨跌幅
2025/3/25,"87,641.00","87,603.00","88,651.00","86,453.00",0.55K,0.0003 
2025/3/26,"87,089.00","87,611.00","88,400.00","86,057.00",0.80K,-0.0063 
2025/3/27,"87,317.00","87,094.00","87,934.00","85,919.00",0.20K,0.0026 
2025/3/28,"84,573.00","87,317.00","87,578.00","83,773.00",1.23K,-0.0314 
2025/3/29,"82,861.00","84,573.00","84,779.00","81,861.00",0.54K,-0.0202 
2025/3/30,"82,553.00","82,866.00","83,697.00","81,754.00",0.77K,-0.0037 
2025/3/31,"82,673.00","82,552.00","83,989.00","81,442.00",0.77K,0.0015 
2025/4/1,"85,197.00","82,673.00","85,535.00","82,571.00",0.47K,0.0305 
2025/4/2,"82,493.00","85,197.00","88,461.00","82,335.00",0.64K,-0.0317 
2025/4/3,"83,191.00","82,517.00","83,890.00","81,316.00",0.70K,0.0085 
2025/4/4,"83,841.00","83,191.00","84,695.00","81,634.00",0.75K,0.0078 
2025/4/5,"83,598.00","83,841.00","84,219.00","82,425.00",0.50K,-0.0029 
2025/4/6,"78,441.00","83,598.00","83,807.00","77,178.00",1.33K,-0.0617 
2025/4/7,"79,181.00","78,441.00","81,100.00","74,508.00",2.30K,0.0094 
2025/4/8,"76,332.00","79,161.00","80,901.00","76,260.00",0.76K,-0.0360 
2025/4/9,"82,542.00","76,332.00","83,582.00","74,636.00",1.88K,0.0814 
2025/4/10,"79,553.00","82,542.00","82,699.00","78,499.00",0.81K,-0.0362 
2025/4/11,"83,372.00","79,519.00","84,232.00","78,915.00",0.43K,0.0480 
2025/4/12,"85,259.00","83,372.00","85,832.00","82,762.00",0.19K,0.0226 
2025/4/13,"83,683.00","85,259.00","85,911.00","83,006.00",0.29K,-0.0185 
2025/4/14,"84,544.00","83,676.00","85,727.00","83,676.00",0.18K,0.0103 
2025/4/15,"83,667.00","84,544.00","86,446.00","83,604.00",0.22K,-0.0104 
2025/4/16,"84,021.00","83,667.00","85,451.00","83,112.00",0.34K,0.0042 
2025/4/17,"84,827.00","84,021.00","85,378.00","83,678.00",0.65K,0.0096 
2025/4/18,"84,363.00","84,827.00","85,009.00","84,233.00",0.53K,-0.0055 
2025/4/19,"84,934.00","84,363.00","85,522.00","84,311.00",0.35K,0.0068 
2025/4/20,"85,019.00","84,931.00","85,187.00","83,817.00",0.28K,0.0010 
2025/4/21,"87,473.00","85,019.00","88,345.00","84,940.00",0.92K,0.0289 
2025/4/22,"93,303.00","87,473.00","93,821.00","87,061.00",1.04K,0.0666 
2025/4/23,"93,639.00","93,303.00","94,415.00","91,919.00",1.30K,0.0036 
2025/4/24,"93,940.00","93,639.00","94,000.00","91,760.00",0.34K,0.0032 
2025/4/25,"94,702.00","93,940.00","95,800.00","92,921.00",0.71K,0.0081 
2025/4/26,"94,693.00","94,707.00","95,228.00","94,083.00",0.31K,-0.0001 
2025/4/27,"93,784.00","94,693.00","95,369.00","93,738.00",0.40K,-0.0096 
2025/4/28,"95,046.00","93,784.00","95,550.00","93,033.00",1.34K,0.0135 
2025/4/29,"94,451.00","95,046.00","95,531.00","94,012.00",0.50K,-0.0063 
2025/4/30,"94,309.00","94,451.00","95,285.00","93,439.00",1.14K,-0.0015 
2025/5/1,"96,467.00","94,309.00","97,474.00","94,294.00",0.53K,0.0229 
2025/5/2,"96,887.00","96,467.00","97,915.00","96,381.00",0.36K,0.0044 
2025/5/3,"96,065.00","96,887.00","96,945.00","96,065.00",1.06K,-0.0085 
2025/5/4,"94,704.00","96,065.00","96,439.00","94,703.00",2.94K,-0.0142 
2025/5/5,"94,990.00","94,704.00","95,407.00","93,988.00",2.41K,0.0030 
2025/5/6,"96,933.00","94,990.00","96,999.00","93,664.00",0.61K,0.0205 
2025/5/7,"97,119.00","96,933.00","97,840.00","95,944.00",0.46K,0.0019 
2025/5/8,"103,250.00","97,121.00","103,850.00","96,980.00",1.29K,0.0631 
2025/5/9,"102,940.00","103,290.00","104,330.00","102,360.00",0.79K,-0.0030 
2025/5/10,"104,680.00","102,940.00","104,920.00","102,800.00",0.68K,0.0169 
2025/5/11,"104,090.00","104,780.00","104,880.00","103,320.00",0.67K,-0.0056 
2025/5/12,"102,860.00","104,090.00","105,660.00","100,870.00",0.76K,-0.0118 
2025/5/13,"104,160.00","102,860.00","104,980.00","101,500.00",0.37K,0.0126 
2025/5/14,"103,550.00","104,160.00","104,300.00","102,590.00",0.21K,-0.0059 
2025/5/15,"103,700.00","103,550.00","104,160.00","101,440.00",0.35K,0.0014 
2025/5/16,"103,450.00","103,700.00","104,510.00","103,110.00",0.19K,-0.0024 
2025/5/17,"103,140.00","103,450.00","103,670.00","102,630.00",0.18K,-0.0030 
2025/5/18,"106,510.00","103,140.00","106,580.00","103,140.00",0.51K,0.0327 
2025/5/19,"103,870.00","106,510.00","107,020.00","102,080.00",0.55K,-0.0248 
